Date,Species,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,day,month,year,Tmax,Tmin,Tavg,Depart,DewPoint,PrecipTotal,Sunrise,Sunset
2007-07-25,1,82,41.673408,-87.599862,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,82,41.673408,-87.599862,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,82,41.673408,-87.599862,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,82,41.673408,-87.599862,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,82,41.673408,-87.599862,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,82,41.673408,-87.599862,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,82,41.673408,-87.599862,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,82,41.673408,-87.599862,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,82,41.673408,-87.599862,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,82,41.673408,-87.599862,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,82,41.673408,-87.599862,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,82,41.673408,-87.599862,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,82,41.673408,-87.599862,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,82,41.673408,-87.599862,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,82,41.673408,-87.599862,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,82,41.673408,-87.599862,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,82,41.673408,-87.599862,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,82,41.673408,-87.599862,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,82,41.673408,-87.599862,5,50,1,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,82,41.673408,-87.599862,5,50,1,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,82,41.673408,-87.599862,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,4,82,41.673408,-87.599862,5,1,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,6,82,41.673408,-87.599862,5,1,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,2,86,41.726465,-87.585413,5,17,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,2,86,41.726465,-87.585413,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,2,86,41.726465,-87.585413,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,2,86,41.726465,-87.585413,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,2,86,41.726465,-87.585413,5,46,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,2,86,41.726465,-87.585413,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,2,86,41.726465,-87.585413,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,2,86,41.726465,-87.585413,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,2,86,41.726465,-87.585413,5,48,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,86,41.726465,-87.585413,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,86,41.726465,-87.585413,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,86,41.726465,-87.585413,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,86,41.726465,-87.585413,5,10,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,86,41.726465,-87.585413,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,86,41.726465,-87.585413,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,86,41.726465,-87.585413,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,86,41.726465,-87.585413,5,42,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,86,41.726465,-87.585413,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,86,41.726465,-87.585413,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,86,41.726465,-87.585413,5,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,2,80,41.729669,-87.582699,5,2,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,80,41.729669,-87.582699,5,1,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,2,83,41.704572,-87.565666,8,50,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,2,83,41.704572,-87.565666,8,33,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,3,83,41.704572,-87.565666,8,11,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,83,41.704572,-87.565666,8,10,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,1,83,41.704572,-87.565666,8,45,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-25,4,83,41.704572,-87.565666,8,2,0,25,7,2007,84.0,70.5,77.5,4.0,60.5,0.0,438.0,1918.0
2007-07-27,2,1,41.95469,-87.800991,9,23,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,1,41.95469,-87.800991,9,11,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,1,1,41.95469,-87.800991,9,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,6,41.994991,-87.769279,9,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,13,41.974089,-87.824812,8,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,13,41.974089,-87.824812,8,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,13,41.974089,-87.824812,8,2,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,32,41.9216,-87.666455,8,5,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,32,41.9216,-87.666455,8,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,33,41.891118,-87.654491,8,13,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,33,41.891118,-87.654491,8,5,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,1,33,41.891118,-87.654491,8,3,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,35,41.867108,-87.654224,8,2,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,35,41.867108,-87.654224,8,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,36,41.896282,-87.655232,8,6,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,36,41.896282,-87.655232,8,2,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,39,41.921965,-87.632085,8,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,84,41.891126,-87.61156,5,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,89,41.999129,-87.795585,8,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,94,42.01743,-87.687769,8,2,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,94,42.01743,-87.687769,8,2,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,8,41.981964,-87.812827,8,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,8,41.981964,-87.812827,8,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,1,8,41.981964,-87.812827,8,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,9,41.944869,-87.832763,8,6,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,9,41.944869,-87.832763,8,5,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,14,42.011601,-87.811506,8,4,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,18,41.979243,-87.750938,9,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,20,41.986921,-87.689778,9,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,20,41.986921,-87.689778,9,2,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,22,41.801498,-87.763416,9,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,87,41.961743,-87.76007,9,4,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,87,41.961743,-87.76007,9,3,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,88,41.953067,-87.776792,8,3,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,88,41.953067,-87.776792,8,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,91,41.878114,-87.629798,3,4,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,91,41.878114,-87.629798,3,2,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,92,41.958271,-87.702575,9,6,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,97,41.916265,-87.800515,8,5,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,97,41.916265,-87.800515,8,2,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,98,41.846075,-87.716277,9,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,114,41.948167,-87.730698,8,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,116,41.963976,-87.69181,9,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,116,41.963976,-87.69181,9,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,2,41.964242,-87.757639,8,2,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,2,41.964242,-87.757639,8,2,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,5,41.990284,-87.797127,8,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,5,41.990284,-87.797127,8,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,7,42.008314,-87.777921,9,2,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,7,42.008314,-87.777921,9,4,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,10,41.991429,-87.747113,8,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,10,41.991429,-87.747113,8,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,27,41.921177,-87.79518,8,7,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,27,41.921177,-87.79518,8,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,30,41.857402,-87.694991,8,4,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,1,30,41.857402,-87.694991,8,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,34,41.868142,-87.696269,9,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,38,41.846283,-87.656913,9,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,115,41.966987,-87.674677,8,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,115,41.966987,-87.674677,8,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,11,41.923738,-87.785288,9,2,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,16,42.010412,-87.66214,8,2,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,21,41.89923,-87.716788,9,10,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,21,41.89923,-87.716788,9,14,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,90,41.94016,-87.794896,9,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,3,41.962728,-87.748367,9,2,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,25,41.836644,-87.677737,8,3,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,25,41.836644,-87.677737,8,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,28,41.911824,-87.726737,9,2,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,42,41.801179,-87.679447,8,3,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,42,41.801179,-87.679447,8,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,46,41.77166,-87.703047,8,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,47,41.759346,-87.745602,9,5,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,47,41.759346,-87.745602,9,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,49,41.797616,-87.797894,8,4,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,49,41.797616,-87.797894,8,3,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,50,41.781416,-87.776532,8,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,52,41.773215,-87.60088,8,7,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,81,41.798697,-87.736812,8,4,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,101,41.776156,-87.778927,9,2,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,44,41.82561,-87.726549,9,2,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,2,51,41.74785,-87.702716,9,2,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-07-27,3,51,41.74785,-87.702716,9,1,0,27,7,2007,83.0,70.0,77.0,3.0,67.5,0.105,440.0,1917.0
2007-08-01,2,1,41.95469,-87.800991,9,33,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,1,41.95469,-87.800991,9,50,1,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,1,41.95469,-87.800991,9,21,1,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,3,1,41.95469,-87.800991,9,8,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,1,41.95469,-87.800991,9,28,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,1,41.95469,-87.800991,9,39,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,6,41.994991,-87.769279,9,1,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,13,41.974089,-87.824812,8,6,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,13,41.974089,-87.824812,8,5,1,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,3,13,41.974089,-87.824812,8,2,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,13,41.974089,-87.824812,8,5,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,32,41.9216,-87.666455,8,11,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,32,41.9216,-87.666455,8,12,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,32,41.9216,-87.666455,8,2,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,32,41.9216,-87.666455,8,8,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,33,41.891118,-87.654491,8,7,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,33,41.891118,-87.654491,8,21,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,3,33,41.891118,-87.654491,8,4,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,3,33,41.891118,-87.654491,8,3,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,33,41.891118,-87.654491,8,20,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,33,41.891118,-87.654491,8,21,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,35,41.867108,-87.654224,8,4,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,35,41.867108,-87.654224,8,2,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,35,41.867108,-87.654224,8,2,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,35,41.867108,-87.654224,8,5,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,36,41.896282,-87.655232,8,3,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,36,41.896282,-87.655232,8,7,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,3,36,41.896282,-87.655232,8,2,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,36,41.896282,-87.655232,8,2,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,36,41.896282,-87.655232,8,1,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,37,41.919343,-87.694259,8,4,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,37,41.919343,-87.694259,8,1,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,37,41.919343,-87.694259,8,1,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,39,41.921965,-87.632085,8,5,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,65,41.688324,-87.676709,8,22,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,65,41.688324,-87.676709,8,24,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,65,41.688324,-87.676709,8,33,1,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,65,41.688324,-87.676709,8,50,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,65,41.688324,-87.676709,8,50,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,65,41.688324,-87.676709,8,9,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,65,41.688324,-87.676709,8,8,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,65,41.688324,-87.676709,8,27,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,3,65,41.688324,-87.676709,8,1,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,3,65,41.688324,-87.676709,8,1,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,3,65,41.688324,-87.676709,8,26,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,65,41.688324,-87.676709,8,15,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,65,41.688324,-87.676709,8,10,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,65,41.688324,-87.676709,8,17,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,65,41.688324,-87.676709,8,2,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,65,41.688324,-87.676709,8,12,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,65,41.688324,-87.676709,8,20,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,65,41.688324,-87.676709,8,4,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,65,41.688324,-87.676709,8,9,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,69,41.862292,-87.64886,8,12,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,69,41.862292,-87.64886,8,3,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,69,41.862292,-87.64886,8,9,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,3,69,41.862292,-87.64886,8,1,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,69,41.862292,-87.64886,8,11,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,69,41.862292,-87.64886,8,5,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,71,41.720848,-87.666014,9,3,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,3,71,41.720848,-87.666014,9,1,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,71,41.720848,-87.666014,9,6,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,74,41.731922,-87.677512,8,2,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,74,41.731922,-87.677512,8,18,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,3,74,41.731922,-87.677512,8,3,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,74,41.731922,-87.677512,8,2,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,1,74,41.731922,-87.677512,8,15,1,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,4,74,41.731922,-87.677512,8,1,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,84,41.891126,-87.61156,5,2,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
2007-08-01,2,84,41.891126,-87.61156,5,1,0,1,8,2007,91.5,69.0,80.5,8.0,62.5,0.0,445.0,1911.0
