Date,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,month,day
2008-09-29,2,65,56,61,M,57,59,4, 0,-,-,RA BR HZ,M,M,M,0.11,29.31,29.99,1.6,33,4.4,9,299
2008-09-30,1,59,48,54,-5,44,49,11, 0,0547,1735, ,0,M,0.0,0.00,29.21,29.95,11.4,31,11.5,9,300
2008-09-30,2,61,48,55,M,45,50,10, 0,-,-, ,M,M,M,0.01,29.27,29.94,9.3,31,9.5,9,300
2008-10-01,1,61,46,54,-4,40,47,11, 0,0548,1734, ,0,M,0.0,0.00,29.24,29.97,11.2,33,11.1,10,301
2008-10-01,2,62,46,M,M,41,47,M,M,-,-, ,M,M,M,0.00,29.30,29.96,10.9,33,11.0,10,301
2008-10-02,1,61,42,52,-6,40,47,13, 0,0549,1732, ,0,M,0.0,0.00,29.18,29.91,8.7,28,9.2,10,302
2008-10-02,2,62,43,53,M,40,47,12, 0,-,-, ,M,M,M,0.00,29.24,29.92,9.5,28,10.1,10,302
2008-10-03,1,60,44,52,-5,42,47,13, 0,0550,1730,RA,0,M,0.0,0.01,29.34,30.05,6.5,3,7.7,10,303
2008-10-03,2,59,49,54,M,43,49,11, 0,-,-,RA,M,M,M,0.01,29.40,30.04,6.0,6,8.3,10,303
2008-10-04,1,61,38,50,-7,38,45,15, 0,0552,1729, ,0,M,0.0,0.00,29.51,30.23,3.2,11,4.4,10,304
2008-10-04,2,60,42,51,M,39,46,14, 0,-,-, ,M,M,M,0.00,29.57,30.23,3.1,11,4.3,10,304
2008-10-05,1,61,41,51,-6,43,48,14, 0,0553,1727,RA,0,M,0.0,0.06,29.51,30.25,5.6,11,6.6,10,305
2008-10-05,2,61,46,54,M,41,49,11, 0,-,-,RA,M,M,M,0.03,29.57,30.24,6.5,11,7.2,10,305
2008-10-06,1,69,54,62, 6,47,54,3, 0,0554,1725, ,0,M,0.0,0.00,29.49,30.23,10.5,11,10.7,10,306
2008-10-06,2,70,56,63,M,46,54,2, 0,-,-, ,M,M,M,0.00,29.55,30.23,8.9,12,9.1,10,306
2008-10-07,1,63,56,60, 4,52,56,5, 0,0555,1724,RA BR,0,M,0.0,0.80,29.24,30.01,10.3,13,11.3,10,307
2008-10-07,2,65,56,61,M,52,56,4, 0,-,-,RA DZ BR,M,M,M,0.86,29.31,30.01,9.5,14,10.9,10,307
2008-10-08,1,64,50,57, 1,51,54,8, 0,0556,1722,RA BR,0,M,0.0,0.19,29.13,29.85,7.5,26,8.1,10,308
2008-10-08,2,63,52,58,M,52,55,7, 0,-,-,RA BR,M,M,M,0.29,29.20,29.86,7.4,26,8.3,10,308
2008-10-09,1,69,47,58, 3,38,49,7, 0,0557,1720, ,0,M,0.0,0.00,29.36,30.05,5.5,29,5.8,10,309
2008-10-09,2,69,48,59,M,39,49,6, 0,-,-, ,M,M,M,0.00,29.41,30.05,3.9,29,4.8,10,309
2008-10-10,1,72,42,57, 2,42,50,8, 0,0558,1719, ,0,M,0.0,0.00,29.47,30.18,4.8,11,6.7,10,310
2008-10-10,2,73,46,60,M,41,51,5, 0,-,-, ,M,M,M,0.00,29.52,30.17,5.3,11,6.1,10,310
2008-10-11,1,79,51,65,11,50,57,0, 0,0559,1717, ,0,M,0.0,0.00,29.52,30.24,4.2,14,5.0,10,311
2008-10-11,2,80,55,68,M,50,57,0, 3,-,-, ,M,M,M,0.00,29.58,30.24,3.9,14,5.0,10,311
2008-10-12,1,84,57,71,17,56,61,0, 6,0600,1715,BR,0,M,0.0,0.00,29.55,30.27,4.3,15,5.1,10,312
2008-10-12,2,86,62,74,M,54,62,0, 9,-,-, ,M,M,M,0.00,29.61,30.26,5.8,16,6.3,10,312
2008-10-13,1,77,61,69,16,58,63,0, 4,0602,1714, ,0,M,0.0,0.00,29.47,30.21,7.7,20,8.1,10,313
2008-10-13,2,79,64,72,M,57,63,0, 7,-,-, ,M,M,M,0.00,29.54,30.20,8.3,20,8.7,10,313
2008-10-14,1,69,53,61, 8,43,51,4, 0,0603,1712,RA,0,M,0.0,  T,29.49,30.22,2.0,30,6.8,10,314
2008-10-14,2,70,55,63,M,43,52,2, 0,-,-, ,M,M,M,  T,29.54,30.21,1.5,34,7.2,10,314
2008-10-15,1,63,47,55, 2,50,53,10, 0,0604,1711,RA BR,0,M,0.0,0.30,29.34,30.06,4.2,32,6.3,10,315
2008-10-15,2,64,50,57,M,51,54,8, 0,-,-,RA BR,M,M,M,0.24,29.39,30.05,3.6,32,6.8,10,315
2008-10-16,1,59,43,51,-1,38,44,14, 0,0605,1709, ,0,M,0.0,0.00,29.52,30.25,6.1,35,7.5,10,316
2008-10-16,2,59,44,52,M,39,45,13, 0,-,-, ,M,M,M,0.00,29.57,30.24,6.7,35,8.0,10,316
2008-10-17,1,57,43,50,-2,39,44,15, 0,0606,1707, ,0,M,0.0,0.00,29.53,30.26,6.2,36,7.2,10,317
2008-10-17,2,56,44,50,M,40,46,15, 0,-,-, ,M,M,M,  T,29.59,30.25,5.8,36,7.2,10,317
2008-10-18,1,60,43,52, 1,40,45,13, 0,0607,1706,RA BR,0,M,0.0,0.05,29.58,30.32,2.1,7,6.1,10,318
2008-10-18,2,60,46,53,M,41,47,12, 0,-,-,RA BR,M,M,M,0.14,29.65,30.32,2.4,7,5.3,10,318
2008-10-19,1,62,40,51, 0,37,45,14, 0,0608,1704, ,0,M,0.0,0.00,29.49,30.24,12.0,19,12.4,10,319
2008-10-19,2,62,44,53,M,37,46,12, 0,-,-, ,M,M,M,0.00,29.57,30.25,10.6,19,10.9,10,319
2008-10-20,1,55,43,49,-1,42,46,16, 0,0610,1703,RA BR,0,M,0.0,0.18,29.48,30.21,4.0,31,7.6,10,320
2008-10-20,2,56,44,50,M,43,47,15, 0,-,-,RA BR,M,M,M,0.31,29.54,30.21,3.2,31,7.4,10,320
2008-10-21,1,55,38,47,-3,35,42,18, 0,0611,1701, ,0,M,0.0,0.00,29.64,30.37,7.1,2,8.7,10,321
2008-10-21,2,55,39,47,M,37,43,18, 0,-,-, ,M,M,M,0.00,29.70,30.37,6.7,3,9.2,10,321
2008-10-22,1,52,35,44,-6,30,40,21, 0,0612,1660, ,0,M,0.0,0.00,29.65,30.39,12.1,12,13.1,10,322
2008-10-22,2,54,40,47,M,29,40,18, 0,-,-, ,M,M,M,0.00,29.71,30.40,12.0,12,12.6,10,322
2008-10-23,1,58,41,50, 1,36,44,15, 0,0613,1658,RA,0,M,0.0,0.16,29.50,30.27,11.5,12,11.8,10,323
2008-10-23,2,60,40,50,M,34,43,15, 0,-,-,RA,M,M,M,0.09,29.56,30.27,10.6,12,10.8,10,323
2008-10-24,1,54,44,49, 0,44,47,16, 0,0614,1657,TSRA RA BR,0,M,0.0,0.32,29.18,29.96,5.3,19,6.1,10,324
2008-10-24,2,56,45,51,M,44,47,14, 0,-,-,RA BR,M,M,M,0.63,29.25,29.97,5.6,20,6.9,10,324
2008-10-25,1,53,43,48, 0,40,44,17, 0,0616,1656,RA DZ BR,0,M,0.0,  T,29.02,29.77,11.9,22,12.3,10,325
2008-10-25,2,53,43,48,M,41,45,17, 0,-,-, ,M,M,M,  T,29.09,29.79,12.8,23,13.2,10,325
2008-10-26,1,56,37,47,-1,32,41,18, 0,0617,1654,RA,0,M,  T,  T,29.10,29.80,17.2,27,17.8,10,326
2008-10-26,2,56,36,46,M,34,41,19, 0,-,-,RA SN,M,M,M,0.01,29.17,29.81,17.5,27,18.4,10,326
2008-10-27,1,47,33,40,-8,27,35,25, 0,0618,1653, ,0,M,  T,  T,29.51,30.20,13.7,31,14.4,10,327
2008-10-27,2,47,34,41,M,28,35,24, 0,-,-,RA SN,M,M,M,  T,29.57,30.21,13.4,31,13.9,10,327
2008-10-28,1,45,31,38,-9,23,33,27, 0,0619,1651, ,0,M,0.0,0.00,29.54,30.29,10.5,30,10.9,10,328
2008-10-28,2,45,32,39,M,23,33,26, 0,-,-, ,M,M,M,0.00,29.60,30.31,9.9,30,10.3,10,328
2008-10-29,1,51,32,42,-5,24,34,23, 0,0620,1650, ,0,M,0.0,0.00,29.47,30.21,3.7,32,6.2,10,329
2008-10-29,2,51,33,42,M,25,35,23, 0,-,-, ,M,M,M,0.00,29.54,30.22,1.7,29,6.1,10,329
2008-10-30,1,62,31,47, 1,32,41,18, 0,0622,1649, ,0,M,0.0,0.00,29.57,30.31,10.5,19,10.4,10,330
2008-10-30,2,63,34,49,M,31,41,16, 0,-,-, ,M,M,M,0.00,29.65,30.33,9.3,19,9.4,10,330
2008-10-31,1,70,48,59,13,46,51,6, 0,0623,1647, ,0,M,0.0,0.00,29.57,30.30,5.7,22,7.4,10,331
2008-10-31,2,71,49,60,M,46,51,5, 0,-,-,HZ,M,M,M,0.00,29.64,30.30,6.0,22,7.9,10,331
2009-05-01,1,60,46,53, 0,40,47,12, 0,0448,1849,RA,0,M,0.0,0.02,29.26,29.98,8.4,29,8.5,5,151
2009-05-01,2,62,48,55,M,42,48,10, 0,-,-,RA,M,M,M,0.04,29.33,29.98,8.1,29,8.6,5,151
2009-05-02,1,66,44,55, 1,33,45,10, 0,0447,1850, ,0,M,0.0,0.00,29.21,29.94,8.8,26,9.2,5,152
2009-05-02,2,65,45,55,M,34,46,10, 0,-,-, ,M,M,M,0.00,29.28,29.95,9.2,27,9.5,5,152
2009-05-03,1,70,43,57, 3,34,47,8, 0,0446,1851, ,0,M,0.0,0.00,29.19,29.92,3.9,26,4.9,5,153
2009-05-03,2,70,45,58,M,35,48,7, 0,-,-, ,M,M,M,0.00,29.26,29.92,4.7,26,4.8,5,153
2009-05-04,1,70,43,57, 3,34,47,8, 0,0444,1852, ,0,M,0.0,0.00,29.31,30.02,6.5,9,7.6,5,154
2009-05-04,2,70,49,60,M,36,48,5, 0,-,-, ,M,M,M,0.00,29.37,30.02,7.1,9,8.4,5,154
2009-05-05,1,71,49,60, 5,40,50,5, 0,0443,1853, ,0,M,0.0,0.00,29.22,29.95,5.5,13,6.0,5,155
2009-05-05,2,70,54,62,M,41,51,3, 0,-,-, ,M,M,M,0.00,29.28,29.95,5.1,12,5.9,5,155
2009-05-06,1,75,51,63, 8,51,55,2, 0,0442,1855,RA BR,0,M,0.0,0.67,29.05,29.79,6.5,19,8.1,5,156
2009-05-06,2,75,56,66,M,51,56,0, 1,-,-,RA BR,M,M,M,0.86,29.13,29.80,6.2,19,7.2,5,156
2009-05-07,1,77,56,67,12,52,57,0, 2,0441,1856,RA BR HZ,0,M,0.0,0.19,29.01,29.73,8.5,25,10.3,5,157
2009-05-07,2,77,56,67,M,53,58,0, 2,-,-,RA BR HZ,M,M,M,0.03,29.08,29.74,8.2,24,9.2,5,157
2009-05-08,1,77,53,65, 9,53,58,0, 0,0439,1857,TSRA RA,0,M,0.0,0.02,28.94,29.68,4.9,21,6.0,5,158
2009-05-08,2,74,57,66,M,55,59,0, 1,-,-,BR HZ,M,M,M,0.01,29.00,29.67,4.4,20,6.1,5,158
2009-05-09,1,63,46,55,-1,44,48,10, 0,0438,1858, ,0,M,0.0,  T,29.19,29.87,6.8,29,11.8,5,159
2009-05-09,2,64,45,55,M,44,49,10, 0,-,-, ,M,M,M,0.00,29.26,29.87,4.7,28,11.3,5,159
2009-05-10,1,67,40,54,-2,39,46,11, 0,0437,1859, ,0,M,0.0,0.00,29.41,30.11,4.7,30,8.4,5,160
2009-05-10,2,67,43,55,M,40,47,10, 0,-,-,RA,M,M,M,0.02,29.47,30.11,5.1,30,9.0,5,160
2009-05-11,1,61,39,50,-7,35,44,15, 0,0436,1860, ,0,M,0.0,0.00,29.47,30.20,0.7,8,4.6,5,161
2009-05-11,2,61,40,51,M,34,44,14, 0,-,-, ,M,M,M,0.00,29.53,30.20,2.1,7,4.5,5,161
2009-05-12,1,71,39,55,-2,34,47,10, 0,0435,1901, ,0,M,0.0,0.00,29.38,30.13,9.5,16,9.6,5,162
2009-05-12,2,72,44,58,M,32,47,7, 0,-,-, ,M,M,M,0.00,29.44,30.13,8.9,16,9.5,5,162
2009-05-13,1,70,53,62, 4,56,58,3, 0,0434,1902,TSRA RA BR,0,M,0.0,0.55,29.01,29.76,14.4,19,16.4,5,163
2009-05-13,2,71,54,63,M,58,60,2, 0,-,-,TSRA RA DZ BR,M,M,M,1.03,29.08,29.77,12.9,18,14.8,5,163
2009-05-14,1,68,53,61, 3,44,52,4, 0,0433,1903, ,0,M,0.0,0.00,29.31,30.00,10.5,27,10.7,5,164
2009-05-14,2,69,55,62,M,44,53,3, 0,-,-, ,M,M,M,  T,29.38,30.00,11.1,27,11.3,5,164
2009-05-15,1,61,52,57,-1,51,54,8, 0,0432,1904,RA BR,0,M,0.0,0.39,29.28,30.00,6.0,16,8.8,5,165
2009-05-15,2,63,55,59,M,52,55,6, 0,-,-,TSRA RA BR,M,M,M,0.70,29.34,29.99,4.4,15,5.8,5,165
2009-05-16,1,62,45,54,-5,40,49,11, 0,0431,1905,BR,0,M,0.0,0.00,29.36,30.05,11.0,29,12.5,5,166
2009-05-16,2,62,47,55,M,41,50,10, 0,-,-,DZ BR,M,M,M,0.04,29.41,30.05,11.0,30,12.4,5,166
2009-05-17,1,63,39,51,-8,27,42,14, 0,0430,1906, ,0,M,0.0,0.00,29.60,30.32,0.2,33,6.2,5,167
2009-05-17,2,59,41,50,M,28,42,15, 0,-,-, ,M,M,M,0.00,29.67,30.32,3.3,9,6.5,5,167
2009-05-18,1,66,40,53,-7,33,45,12, 0,0429,1907, ,0,M,0.0,  T,29.54,30.29,9.6,19,9.9,5,168
2009-05-18,2,67,45,56,M,30,45,9, 0,-,-, ,M,M,M,  T,29.62,30.30,9.3,19,9.5,5,168
2009-05-19,1,80,52,66, 6,44,55,0, 1,0428,1908, ,0,M,0.0,0.00,29.48,30.21,13.5,21,13.8,5,169
2009-05-19,2,80,54,67,M,43,54,0, 2,-,-, ,M,M,M,0.00,29.55,30.22,12.3,21,12.4,5,169
2009-05-20,1,84,61,73,12,44,57,0, 8,0427,1909, ,0,M,0.0,0.00,29.40,30.13,14.4,20,14.6,5,170
2009-05-20,2,85,61,73,M,43,57,0, 8,-,-, ,M,M,M,  T,29.47,30.13,11.9,20,12.1,5,170
2009-05-21,1,84,60,72,11,49,59,0, 7,0426,1910, ,0,M,0.0,0.00,29.38,30.09,7.8,23,12.8,5,171
2009-05-21,2,85,60,73,M,48,59,0, 8,-,-, ,M,M,M,0.00,29.44,30.09,8.1,25,10.9,5,171
2009-05-22,1,69,53,61, 0,46,53,4, 0,0425,1911, ,0,M,0.0,0.00,29.46,30.18,10.4,4,10.7,5,172
2009-05-22,2,70,56,63,M,47,54,2, 0,-,-, ,M,M,M,0.00,29.50,30.16,10.0,3,10.6,5,172
2009-05-23,1,80,50,65, 4,50,57,0, 0,0425,1912, ,0,M,0.0,0.00,29.33,30.06,4.5,7,5.7,5,173
2009-05-23,2,79,55,67,M,51,58,0, 2,-,-, ,M,M,M,  T,29.39,30.05,4.5,8,5.5,5,173
2009-05-24,1,71,55,63, 1,46,53,2, 0,0424,1913, ,0,M,0.0,0.00,29.34,30.07,10.4,4,11.0,5,174
2009-05-24,2,70,56,63,M,47,54,2, 0,-,-, ,M,M,M,0.00,29.39,30.05,10.7,3,10.8,5,174
2009-05-25,1,67,54,61,-1,43,51,4, 0,0423,1914,RA DZ,0,M,0.0,0.04,29.28,30.02,10.3,6,10.8,5,175
2009-05-25,2,64,56,60,M,46,53,5, 0,-,-,RA DZ,M,M,M,0.08,29.33,30.00,8.7,6,9.5,5,175
2009-05-26,1,74,53,64, 2,51,55,1, 0,0422,1915,TSRA RA BR,0,M,0.0,1.73,29.08,29.82,7.5,5,7.8,5,176
2009-05-26,2,76,56,66,M,54,58,0, 1,-,-,TSRA RA BR,M,M,M,1.38,29.13,29.81,5.7,6,6.8,5,176
2009-05-27,1,73,55,64, 2,58,60,1, 0,0422,1916,DZ BR HZ,0,M,0.0,0.02,28.95,29.68,3.6,24,7.2,5,177
2009-05-27,2,75,58,67,M,60,63,0, 2,-,-,DZ BR HZ,M,M,M,  T,29.02,29.67,6.8,24,8.3,5,177
2009-05-28,1,62,54,58,-5,51,54,7, 0,0421,1916, ,0,M,0.0,0.00,29.06,29.76,6.8,30,8.1,5,178
2009-05-28,2,64,55,60,M,51,54,5, 0,-,-, ,M,M,M,0.00,29.11,29.75,6.8,29,8.3,5,178
2009-05-29,1,74,50,62,-2,49,55,3, 0,0421,1917, ,0,M,0.0,  T,29.17,29.88,2.7,32,6.9,5,179
2009-05-29,2,77,55,66,M,49,55,0, 1,-,-, ,M,M,M,0.00,29.23,29.87,2.0,31,6.8,5,179
2009-05-30,1,79,50,65, 1,46,54,0, 0,0420,1918,RA,0,M,0.0,  T,29.09,29.81,2.9,27,6.8,5,180
2009-05-30,2,79,53,66,M,46,55,0, 1,-,-, ,M,M,M,  T,29.15,29.80,1.8,29,6.6,5,180
2009-05-31,1,73,45,59,-5,41,50,6, 0,0420,1919, ,0,M,0.0,0.00,29.21,29.94,2.7,10,4.6,5,181
2009-05-31,2,72,49,61,M,43,52,4, 0,-,-, ,M,M,M,0.00,29.26,29.93,2.9,9,6.3,5,181
2009-06-01,1,78,51,65, 1,53,57,0, 0,0419,1920,TSRA RA,0,M,0.0,0.44,29.19,29.89,1.2,34,11.1,6,181
2009-06-01,2,80,52,66,M,54,58,0, 1,-,-,TSRA RA,M,M,M,0.83,29.25,29.88,1.0,34,10.0,6,181
2009-06-02,1,60,48,54,-10,46,50,11, 0,0419,1920,RA BR,0,M,0.0,0.12,29.36,30.09,7.4,3,8.0,6,182
2009-06-02,2,61,50,56,M,47,51,9, 0,-,-,RA BR,M,M,M,0.06,29.42,30.07,8.3,3,9.2,6,182
2009-06-03,1,61,43,52,-12,39,46,13, 0,0418,1921, ,0,M,0.0,0.00,29.42,30.15,10.5,4,10.7,6,183
2009-06-03,2,61,47,54,M,40,48,11, 0,-,-, ,M,M,M,0.00,29.47,30.13,11.0,2,11.4,6,183
2009-06-04,1,68,42,55,-9,37,48,10, 0,0418,1922, ,0,M,0.0,0.00,29.31,30.05,4.7,4,5.9,6,184
2009-06-04,2,68,47,58,M,38,49,7, 0,-,-, ,M,M,M,0.00,29.36,30.05,5.2,5,6.4,6,184
2009-06-05,1,79,44,62,-3,44,54,3, 0,0417,1923, ,0,M,0.0,0.00,29.18,29.91,5.8,26,6.7,6,185
2009-06-05,2,80,47,64,M,43,54,1, 0,-,-, ,M,M,M,0.00,29.23,29.91,6.3,25,7.2,6,185
2009-06-06,1,63,51,57,-9,45,50,8, 0,0417,1923, ,0,M,0.0,0.02,29.20,29.93,6.2,5,7.7,6,186
2009-06-06,2,66,55,61,M,48,53,4, 0,-,-,RA,M,M,M,  T,29.26,29.92,4.7,3,7.2,6,186
2009-06-07,1,73,52,63,-3,53,57,2, 0,0417,1924,BR,0,M,0.0,0.04,29.14,29.87,2.7,8,6.9,6,187
2009-06-07,2,74,56,65,M,54,59,0, 0,-,-,RA BR,M,M,M,  T,29.21,29.86,1.5,11,7.7,6,187
2009-06-08,1,80,52,66, 0,60,63,0, 1,0417,1925,TSRA RA BR,0,M,0.0,0.45,29.06,29.77,5.9,24,9.2,6,188
2009-06-08,2,82,55,69,M,61,65,0, 4,-,-,TSRA RA BR HZ,M,M,M,0.30,29.11,29.76,6.4,25,10.0,6,188
2009-06-09,1,67,55,61,-5,53,56,4, 0,0416,1925,DZ BR,0,M,0.0,  T,29.23,29.94,4.0,6,6.3,6,189
2009-06-09,2,67,56,62,M,53,56,3, 0,-,-,DZ BR HZ,M,M,M,  T,29.29,29.94,6.4,8,7.9,6,189
2009-06-10,1,67,54,61,-6,49,53,4, 0,0416,1926,RA,0,M,0.0,0.01,29.15,29.89,8.0,5,8.7,6,190
2009-06-10,2,67,55,61,M,50,55,4, 0,-,-,RA,M,M,M,0.04,29.21,29.88,8.5,4,9.2,6,190
2009-06-11,1,64,53,59,-8,51,54,6, 0,0416,1926,RA HZ,0,M,0.0,0.01,29.11,29.83,10.2,3,10.3,6,191
2009-06-11,2,60,53,57,M,53,54,8, 0,-,-,RA BR HZ,M,M,M,1.14,29.17,29.82,8.8,1,9.0,6,191
2009-06-12,1,74,49,62,-6,49,55,3, 0,0416,1927,RA,0,M,0.0,  T,29.24,29.95,4.4,7,5.8,6,192
2009-06-12,2,72,50,61,M,49,55,4, 0,-,-, ,M,M,M,  T,29.30,29.95,5.0,6,6.7,6,192
2009-06-13,1,68,54,61,-7,51,55,4, 0,0416,1927,RA BR,0,M,0.0,0.33,29.28,30.00,5.9,5,6.7,6,193
2009-06-13,2,66,56,61,M,52,55,4, 0,-,-,RA,M,M,M,0.31,29.34,29.99,7.2,4,7.6,6,193
2009-06-14,1,77,51,64,-4,48,57,1, 0,0416,1928, ,0,M,0.0,0.00,29.29,30.01,4.5,4,4.7,6,194
2009-06-14,2,76,54,65,M,50,57,0, 0,-,-, ,M,M,M,0.00,29.34,30.00,5.1,5,5.8,6,194
2009-06-15,1,81,53,67,-1,49,58,0, 2,0416,1928, ,0,M,0.0,0.00,29.28,30.01,5.5,9,6.4,6,195
2009-06-15,2,81,57,69,M,49,58,0, 4,-,-,HZ,M,M,M,0.00,29.34,29.99,7.4,9,7.7,6,195
2009-06-16,1,71,59,65,-4,55,60,0, 0,0416,1929,RA BR,0,M,0.0,1.23,29.15,29.89,11.2,10,11.8,6,196
2009-06-16,2,71,64,68,M,57,61,0, 3,-,-,RA BR,M,M,M,1.07,29.21,29.87,10.3,11,10.7,6,196
2009-06-17,1,71,61,66,-3,59,62,0, 1,0416,1929,BR HZ,0,M,0.0,0.00,29.16,29.88,3.0,36,6.2,6,197
2009-06-17,2,73,63,68,M,60,63,0, 3,-,-,BR HZ,M,M,M,0.00,29.21,29.87,2.6,34,6.7,6,197
2009-06-18,1,80,61,71, 1,63,67,0, 6,0416,1929,RA BR,0,M,0.0,0.12,29.08,M,6.7,16,7.9,6,198
2009-06-18,2,81,63,72,M,64,67,0, 7,-,-,TSRA BR HZ,M,M,M,0.11,29.15,29.79,3.7,17,5.8,6,198
2009-06-19,1,86,65,76, 6,67,69,0,11,0416,1930,TS TSRA BR,0,M,0.0,3.97,28.97,29.70,7.2,18,11.6,6,199
2009-06-19,2,88,66,77,M,68,70,0,12,-,-,TS TSRA RA BR,M,M,M,0.87,29.03,29.68,6.3,18,10.5,6,199
2009-06-20,1,87,68,78, 8,65,70,0,13,0416,1930, ,0,M,0.0,0.00,29.08,29.76,8.3,29,8.6,6,200
2009-06-20,2,88,69,79,M,65,70,0,14,-,-, ,M,M,M,0.00,29.13,29.74,8.3,28,8.6,6,200
2009-06-21,1,84,70,77, 7,63,68,0,12,0416,1930, ,0,M,0.0,0.01,29.12,29.82,2.8,7,3.9,6,201
2009-06-21,2,86,71,79,M,64,69,0,14,-,-,RA,M,M,M,  T,29.17,29.80,3.3,9,3.5,6,201
2009-06-22,1,89,68,79, 9,67,71,0,14,0417,1931,TSRA RA,0,M,0.0,0.09,29.09,29.79,4.0,11,5.6,6,202
2009-06-22,2,89,70,80,M,67,71,0,15,-,-,TSRA,M,M,M,0.06,29.15,29.77,5.3,12,7.2,6,202
2009-06-23,1,94,71,83,13,69,73,0,18,0417,1931, ,0,M,0.0,0.00,29.16,29.87,1.8,14,3.5,6,203
2009-06-23,2,92,75,84,M,68,73,0,19,-,-, ,M,M,M,0.00,29.22,29.85,2.8,13,4.5,6,203
2009-06-24,1,94,75,85,14,68,73,0,20,0417,1931,TSRA,0,M,0.0,0.04,29.16,29.87,1.9,22,5.8,6,204
2009-06-24,2,93,73,83,M,68,73,0,18,-,-,BR,M,M,M,0.78,29.21,29.85,2.1,23,4.3,6,204
2009-06-25,1,94,75,85,14,69,73,0,20,0417,1931, ,0,M,0.0,  T,29.08,29.80,2.4,32,4.9,6,205
2009-06-25,2,93,76,85,M,68,73,0,20,-,-, ,M,M,M,0.00,29.15,29.77,1.8,26,4.6,6,205
2009-06-26,1,86,69,78, 7,60,M,0,13,0418,1931, ,0,M,0.0,0.00,M,29.85,6.4,4,8.2,6,206
2009-06-26,2,86,72,79,M,61,67,0,14,-,-, ,M,M,M,0.00,29.20,29.83,6.4,4,8.0,6,206
2009-06-27,1,89,62,76, 5,61,67,0,11,0418,1931,TS RA,0,M,0.0,0.30,29.10,29.82,5.1,21,6.9,6,207
2009-06-27,2,90,67,79,M,60,67,0,14,-,-,RA,M,M,M,0.05,29.18,29.80,6.0,22,6.9,6,207
2009-06-28,1,83,66,75, 4,53,62,0,10,0419,1931, ,0,M,0.0,0.00,29.00,29.73,13.2,29,13.6,6,208
2009-06-28,2,83,68,76,M,53,62,0,11,-,-, ,M,M,M,0.00,29.08,29.71,14.1,29,14.6,6,208
2009-06-29,1,77,63,70,-1,54,61,0, 5,0419,1931, ,0,M,0.0,0.00,28.89,29.60,12.2,30,12.7,6,209
2009-06-29,2,78,65,72,M,54,61,0, 7,-,-, ,M,M,M,0.00,28.95,29.59,13.4,30,14.1,6,209
2009-06-30,1,66,59,63,-9,53,57,2, 0,0419,1931, ,0,M,0.0,0.00,28.95,29.65,8.9,30,9.1,6,210
2009-06-30,2,68,61,65,M,53,58,0, 0,-,-, ,M,M,M,0.00,29.00,29.64,8.1,30,8.3,6,210
2009-07-01,1,65,57,61,-11,52,56,4, 0,0420,1931,RA DZ,0,M,0.0,  T,29.07,29.77,8.2,32,8.7,7,211
2009-07-01,2,65,57,61,M,54,57,4, 0,-,-,RA DZ BR,M,M,M,0.02,29.13,29.76,6.6,31,7.4,7,211
2009-07-02,1,73,59,66,-6,54,60,0, 1,0420,1931, ,0,M,0.0,0.00,29.26,29.95,8.4,31,8.8,7,212
2009-07-02,2,73,60,67,M,55,60,0, 2,-,-, ,M,M,M,0.00,29.31,29.94,5.7,31,7.6,7,212
2009-07-03,1,79,63,71,-1,56,62,0, 6,0421,1931, ,0,M,0.0,0.00,29.36,30.06,1.2,34,5.8,7,213
2009-07-03,2,79,62,71,M,56,62,0, 6,-,-, ,M,M,M,0.00,29.41,30.05,1.8,2,6.5,7,213
2009-07-04,1,69,59,64,-8,58,61,1, 0,0422,1930,RA BR FU,0,M,0.0,0.20,29.26,29.99,1.8,13,3.8,7,214
2009-07-04,2,69,63,66,M,58,62,0, 1,-,-,RA BR,M,M,M,0.12,29.31,29.98,3.4,14,4.7,7,214
2009-07-05,1,81,57,69,-3,58,63,0, 4,0422,1930,RA BR HZ,0,M,0.0,0.05,29.20,29.92,0.7,34,2.4,7,215
2009-07-05,2,82,61,72,M,59,64,0, 7,-,-,BR HZ,M,M,M,0.03,29.25,29.90,0.3,36,2.6,7,215
2009-07-06,1,86,60,73, 1,54,62,0, 8,0423,1930, ,0,M,0.0,0.00,29.14,29.86,7.5,31,7.8,7,216
2009-07-06,2,85,63,74,M,54,63,0, 9,-,-, ,M,M,M,0.00,29.20,29.84,4.2,30,5.5,7,216
2009-07-07,1,77,59,68,-4,54,60,0, 3,0423,1930,RA,0,M,0.0,  T,29.18,29.89,5.9,7,7.0,7,217
2009-07-07,2,76,65,71,M,55,61,0, 6,-,-, ,M,M,M,0.00,29.24,29.88,5.9,7,7.5,7,217
2009-07-08,1,65,61,63,-10,56,59,2, 0,0424,1929,RA,0,M,0.0,0.06,29.28,29.99,6.8,6,7.0,7,218
2009-07-08,2,68,62,65,M,55,59,0, 0,-,-,RA,M,M,M,0.17,29.34,29.98,7.0,8,7.4,7,218
2009-07-09,1,79,59,69,-4,57,63,0, 4,0425,1929, ,0,M,0.0,0.00,29.35,30.07,5.8,11,6.9,7,219
