,Unnamed: 0,Date,Species,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,day,month,year,Tmax,Tmin,Tavg,Depart,DewPoint,PrecipTotal,Sunrise,Sunset,month_weather,day_weather,pca1,pca2,pca3,pca4,xt_labels
2891,2891,2007-09-04,1,31,41.883284,-87.705085,8,1,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,9
2892,2892,2007-09-04,1,3,41.962728,-87.748367,9,3,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,4
2893,2893,2007-09-04,1,26,41.837085,-87.729384,9,1,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,9
2894,2894,2007-09-04,2,28,41.911824,-87.726737,9,2,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,-1
2895,2895,2007-09-04,1,28,41.911824,-87.726737,9,1,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,-1
2896,2896,2007-09-04,4,41,41.823065,-87.678378,8,2,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,12
2897,2897,2007-09-04,2,42,41.801179,-87.679447,8,4,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,12
2898,2898,2007-09-04,3,42,41.801179,-87.679447,8,1,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,12
2899,2899,2007-09-04,1,42,41.801179,-87.679447,8,13,1,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,12
2900,2900,2007-09-04,6,42,41.801179,-87.679447,8,1,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,12
2901,2901,2007-09-04,2,43,41.800737,-87.71188,8,19,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,11
2902,2902,2007-09-04,1,43,41.800737,-87.71188,8,16,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,11
2903,2903,2007-09-04,2,45,41.778297,-87.752411,9,10,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,11
2904,2904,2007-09-04,3,45,41.778297,-87.752411,9,1,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,11
2905,2905,2007-09-04,1,45,41.778297,-87.752411,9,14,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,11
2906,2906,2007-09-04,4,45,41.778297,-87.752411,9,2,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,11
2907,2907,2007-09-04,2,46,41.77166,-87.703047,8,1,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,12
2908,2908,2007-09-04,1,46,41.77166,-87.703047,8,3,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,12
2909,2909,2007-09-04,2,47,41.759346,-87.745602,9,1,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,11
2910,2910,2007-09-04,1,47,41.759346,-87.745602,9,7,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,11
2911,2911,2007-09-04,2,48,41.768388,-87.678649,8,2,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,11
2912,2912,2007-09-04,1,48,41.768388,-87.678649,8,3,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,11
2913,2913,2007-09-04,1,49,41.797616,-87.797894,8,1,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,8
2914,2914,2007-09-04,1,50,41.781416,-87.776532,8,3,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,11
2915,2915,2007-09-04,2,44,41.82561,-87.726549,9,2,1,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,9
2916,2916,2007-09-04,1,44,41.82561,-87.726549,9,1,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,9
2917,2917,2007-09-04,2,19,41.984809,-87.728492,8,2,0,274,9,2007,89.5,65.0,77.5,8.0,59.5,0.0,520.0,1822.0,9.0,274.0,-1.18266620942,-1.5063194343,-0.632028055661,-0.330026840661,4
2918,2918,2007-09-05,2,65,41.688324,-87.676709,8,1,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,3
2919,2919,2007-09-05,2,65,41.688324,-87.676709,8,1,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,3
2920,2920,2007-09-05,1,65,41.688324,-87.676709,8,13,1,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,3
2921,2921,2007-09-05,2,69,41.862292,-87.64886,8,7,1,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2922,2922,2007-09-05,1,69,41.862292,-87.64886,8,1,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2923,2923,2007-09-05,1,71,41.720848,-87.666014,9,1,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,3
2924,2924,2007-09-05,2,74,41.731922,-87.677512,8,13,1,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,3
2925,2925,2007-09-05,1,74,41.731922,-87.677512,8,38,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,3
2926,2926,2007-09-05,2,67,41.723195,-87.64997,5,2,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,3
2927,2927,2007-09-05,1,67,41.723195,-87.64997,5,1,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,3
2928,2928,2007-09-05,2,68,41.868077,-87.666901,9,10,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,5
2929,2929,2007-09-05,2,85,41.662014,-87.724608,8,1,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,11
2930,2930,2007-09-05,1,85,41.662014,-87.724608,8,38,1,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,11
2931,2931,2007-09-05,2,104,41.682587,-87.707973,9,5,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,11
2932,2932,2007-09-05,1,104,41.682587,-87.707973,9,2,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,11
2933,2933,2007-09-05,1,108,41.725517,-87.614258,8,1,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,10
2934,2934,2007-09-05,2,64,41.721474,-87.648064,8,2,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,3
2935,2935,2007-09-05,1,64,41.721474,-87.648064,8,4,1,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,3
2936,2936,2007-09-05,2,66,41.869107,-87.696293,9,3,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,9
2937,2937,2007-09-05,1,66,41.869107,-87.696293,9,14,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,9
2938,2938,2007-09-05,1,107,41.719059,-87.675088,9,1,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,3
2939,2939,2007-09-05,1,63,41.692555,-87.598865,8,2,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2940,2940,2007-09-05,1,106,41.903002,-87.688267,8,5,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,5
2941,2941,2007-09-05,2,50,41.781416,-87.776532,8,1,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,11
2942,2942,2007-09-05,2,52,41.773215,-87.60088,8,5,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2943,2943,2007-09-05,1,52,41.773215,-87.60088,8,4,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2944,2944,2007-09-05,1,53,41.822536,-87.666343,9,3,1,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,3
2945,2945,2007-09-05,1,54,41.799282,-87.585487,8,1,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2946,2946,2007-09-05,2,56,41.778748,-87.586427,8,1,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2947,2947,2007-09-05,1,56,41.778748,-87.586427,8,1,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2948,2948,2007-09-05,2,58,41.766202,-87.562889,9,3,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2949,2949,2007-09-05,1,58,41.766202,-87.562889,9,4,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2950,2950,2007-09-05,6,58,41.766202,-87.562889,9,1,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2951,2951,2007-09-05,2,59,41.754676,-87.612922,9,2,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2952,2952,2007-09-05,2,60,41.821582,-87.627796,9,2,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2953,2953,2007-09-05,1,61,41.803423,-87.642984,8,2,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2954,2954,2007-09-05,1,62,41.754292,-87.590773,9,1,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2955,2955,2007-09-05,2,81,41.798697,-87.736812,8,7,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,11
2956,2956,2007-09-05,3,81,41.798697,-87.736812,8,1,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,11
2957,2957,2007-09-05,1,81,41.798697,-87.736812,8,7,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,11
2958,2958,2007-09-05,2,101,41.776156,-87.778927,9,7,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,11
2959,2959,2007-09-05,1,101,41.776156,-87.778927,9,6,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,11
2960,2960,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2961,2961,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2962,2962,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2963,2963,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2964,2964,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2965,2965,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2966,2966,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2967,2967,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2968,2968,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2969,2969,2007-09-05,1,82,41.673408,-87.599862,5,50,1,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2970,2970,2007-09-05,1,82,41.673408,-87.599862,5,48,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2971,2971,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2972,2972,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2973,2973,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2974,2974,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2975,2975,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2976,2976,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2977,2977,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2978,2978,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2979,2979,2007-09-05,1,82,41.673408,-87.599862,5,50,1,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2980,2980,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2981,2981,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2982,2982,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2983,2983,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2984,2984,2007-09-05,1,82,41.673408,-87.599862,5,50,1,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2985,2985,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2986,2986,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2987,2987,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2988,2988,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2989,2989,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2990,2990,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2991,2991,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2992,2992,2007-09-05,1,82,41.673408,-87.599862,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2993,2993,2007-09-05,2,86,41.726465,-87.585413,5,4,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2994,2994,2007-09-05,1,86,41.726465,-87.585413,5,50,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2995,2995,2007-09-05,2,80,41.729669,-87.582699,5,2,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2996,2996,2007-09-05,1,80,41.729669,-87.582699,5,2,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2997,2997,2007-09-05,2,51,41.74785,-87.702716,9,1,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,11
2998,2998,2007-09-05,2,75,41.644612,-87.604498,5,2,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
2999,2999,2007-09-05,2,76,41.733643,-87.55551,8,1,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
3000,3000,2007-09-05,2,77,41.717753,-87.531657,8,22,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
3001,3001,2007-09-05,1,77,41.717753,-87.531657,8,3,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
3002,3002,2007-09-05,2,78,41.750498,-87.605294,5,2,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
3003,3003,2007-09-05,1,78,41.750498,-87.605294,5,1,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
3004,3004,2007-09-05,2,79,41.702724,-87.536497,5,28,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
3005,3005,2007-09-05,1,79,41.702724,-87.536497,5,23,1,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,-1
3006,3006,2007-09-05,2,102,41.772846,-87.740029,9,1,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,11
3007,3007,2007-09-05,1,102,41.772846,-87.740029,9,5,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,11
3008,3008,2007-09-05,1,103,41.825902,-87.667827,5,1,0,275,9,2007,90.5,69.0,80.0,11.0,62.5,0.0,521.0,1821.0,9.0,275.0,-2.00126911749,-1.50951737736,-0.456634118676,-0.165335889173,3
